学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
东华理工大学长江学院,4136013432,江西省教育厅,抚州市,本科,民办,Changjiang College of East China University of Technology,Donghua university of science and technology institute of the Yangtze river
南昌航空大学科技学院,4136013433,江西省教育厅,南昌市,本科,民办,"School of Science and Technology, Nanchang Aviation University",Nanchang aviation university institute of science and technology
江西理工大学应用科学学院,4136013434,江西省教育厅,赣州市,本科,民办,"College of Applied Sciences, Jiangxi University of Technology",Jiangxi university of science and technology institute of applied science
景德镇陶瓷大学科技艺术学院,4136013435,江西省教育厅,景德镇市,本科,民办,"School of Science, Technology and Art, Jingdezhen Ceramic University",Jingdezhen ceramic art institute of science and technology university
江西农业大学南昌商学院,4136013436,江西省教育厅,南昌市,本科,民办,"Nanchang Business School, Jiangxi Agricultural University",Nanchang jiangxi agricultural university business school
江西中医药大学科技学院,4136013437,江西省教育厅,南昌市,本科,民办,"College of Science and Technology, Jiangxi University of Traditional Chinese Medicine",Jiangxi university of science and technology college of traditional Chinese medicine
江西师范大学科学技术学院,4136013438,江西省教育厅,南昌市,本科,民办,"College of Science and Technology, Jiangxi Normal University",Jiangxi normal university institute of science and technology
赣南师范大学科技学院,4136013439,江西省教育厅,赣州市,本科,民办,"College of Science and Technology, Gannan Normal University",Gannan normal university institute of science and technology
江西科技师范大学理工学院,4136013440,江西省教育厅,南昌市,本科,民办,Polytechnic College of Jiangxi Normal University of Science and Technology,Jiangxi normal university of science and technology institute of technology
江西财经大学现代经济管理学院,4136013441,江西省教育厅,南昌市,本科,民办,"School of Modern Economics and Management, Jiangxi University of Finance and Economics",Jiangxi university of finance and modern economic management college
豫章师范学院,4136013774,江西省,南昌市,本科,,Yuzhang Normal University,Prepare ZhangShiFan college
南昌师范学院,4136014437,江西省,南昌市,本科,,Nanchang Normal University,Nanchang normal college
上饶幼儿师范高等专科学校,3636000312,江西省,上饶市,专科,,Shangrao Children's Teachers'College,Shangrao normal college young children
抚州幼儿师范高等专科学校,3636000519,江西省,抚州市,专科,,Fuzhou Infant Teachers College,Fuzhou infant normal college
江西工业职业技术学院,4136010839,江西省,南昌市,专科,,Jiangxi Industrial Vocational and Technical College,Jiangxi industrial vocational and technical college
江西医学高等专科学校,4136010888,江西省,上饶市,专科,,Jiangxi Medical College,Jiangxi medical college
九江职业大学,4136011505,江西省,九江市,专科,,jiujiang vocational university,Jiujiang vocational college
九江职业技术学院,4136011785,江西省,九江市,专科,,Jiujiang Vocational and Technical College,Jiujiang vocational and technical college
江西司法警官职业学院,4136012929,江西省,南昌市,专科,,jiangxi justice police vocational college,The judicial police vocational college in jiangxi
江西陶瓷工艺美术职业技术学院,4136012930,江西省,景德镇市,专科,,Jiangxi Ceramic Arts and Crafts Vocational and Technical College,Ceramic arts and crafts of jiangxi vocational technical college
江西旅游商贸职业学院,4136012932,江西省,南昌市,专科,,"Jiangxi Vocational College of Tourism, Commerce and Trade",Jiangxi tourist trade vocational college
江西电力职业技术学院,4136012933,江西省,南昌市,专科,,jiangxi vocational and technical college of electricity,Jiangxi electric power vocational technology college
江西环境工程职业学院,4136012934,江西省,赣州市,专科,,Jiangxi Environmental Engineering Vocational College,Environmental engineering vocational college in jiangxi
江西艺术职业学院,4136012936,江西省,南昌市,专科,,Jiangxi Vocational Academy of Art,Jiangxi art vocational college
鹰潭职业技术学院,4136012937,江西省,鹰潭市,专科,,Yingtan Vocational and Technical College,Yingtan vocational and technical college
江西信息应用职业技术学院,4136012939,江西省,南昌市,专科,,Jiangxi Vocational and Technical College of Information Application,Information application of jiangxi vocational technical college
江西交通职业技术学院,4136012940,江西省,南昌市,专科,,Jiangxi Communications Vocational and Technical College,Jiangxi traffic vocational and technical college
江西财经职业学院,4136012941,江西省,九江市,专科,,Jiangxi Vocational College of Finance,Jiangxi vocational college of finance and economics
江西应用技术职业学院,4136012942,江西省,赣州市,专科,,Jiangxi College of Applied Technology,Jiangxi college of applied technology
江西现代职业技术学院,4136012943,江西省,南昌市,专科,,jiangxi modern polytechnic college,Jiangxi modern vocational and technical college
江西工业工程职业技术学院,4136012944,江西省,萍乡市,专科,,Jiangxi Industrial Engineering Vocational and Technical College,Jiangxi industrial engineering professional technology institute
江西机电职业技术学院,4136012976,江西省,南昌市,专科,,Jiangxi Institute of Mechanical and Electrical Technology,Jiangxi mechanical and electrical professional technology institute
江西科技职业学院,4136013419,江西省教育厅,南昌市,专科,民办,Jiangxi University of Science and Technology,Jiangxi vocational college of science and technology
南昌职业学院,4136013420,江西省教育厅,南昌市,专科,民办,Nanchang Vocational College,Nanchang vocational college
江西外语外贸职业学院,4136013422,江西省,南昌市,专科,,Jiangxi Vocational College of Foreign Languages and Foreign Trade,Jiangxi foreign language foreign trade vocational college
江西工业贸易职业技术学院,4136013423,江西省,南昌市,专科,,Jiangxi Industrial and Trade Vocational and Technical College,Trade and industry of jiangxi vocational technical college
宜春职业技术学院,4136013424,江西省,宜春市,专科,,Yichun Vocational Technical College,Yichun vocational and technical college
江西应用工程职业学院,4136013425,江西省,萍乡市,专科,,Jiangxi Vocational College of Applied Engineering,Application engineering vocational college in jiangxi
江西生物科技职业学院,4136013426,江西省,南昌市,专科,,Jiangxi Biotech Vocational College,Jiangxi vocational college of science and technology
江西建设职业技术学院,4136013427,江西省,南昌市,专科,,Jiangxi Construction Vocational and Technical College,Construction of jiangxi vocational technical college
抚州职业技术学院,4136013428,江西省,抚州市,专科,,Fuzhou Vocational and Technical College,Fuzhou vocational and technical college
江西中医药高等专科学校,4136013775,江西省,抚州市,专科,,Jiangxi College of Traditional Chinese Medicine,Jiangxi college of traditional Chinese medicine
江西先锋软件职业技术学院,4136013776,江西省教育厅,南昌市,专科,民办,Jiangxi Pioneer Software Vocational and Technical College,Software pioneer in jiangxi vocational technical college
江西经济管理职业学院,4136013866,江西省,南昌市,专科,,Jiangxi Vocational College of Economic Management,Jiangxi institute of economic management professional
江西制造职业技术学院,4136013867,江西省,南昌市,专科,,jiangxi manufacturing polytechnic college,Jiangxi vocational technical college
江西工程职业学院,4136013868,江西省,南昌市,专科,,jiangxi engineering vocational college,Jiangxi engineering vocational college
江西青年职业学院,4136013869,江西省,南昌市,专科,,Jiangxi Youth Vocational College,Jiangxi youth vocational college
上饶职业技术学院,4136013870,江西省,上饶市,专科,,Shangrao Vocational and Technical College,Shangrao vocational and technical college
江西航空职业技术学院,4136013871,江西省,南昌市,专科,,Jiangxi Aviation Vocational and Technical College,Jiangxi institute of technology of profession of aviation
江西农业工程职业学院,4136013872,江西省,宜春市,专科,,Jiangxi Vocational College of Agricultural Engineering,Jiangxi agricultural engineering vocational college
赣西科技职业学院,4136013873,江西省教育厅,新余市,专科,民办,Ganxi Vocational College of Science and Technology,West jiangxi vocational college of science and technology
江西卫生职业学院,4136013965,江西省,南昌市,专科,,Jiangxi Vocational College of Health,Jiangxi health vocational college
江西新能源科技职业学院,4136014166,江西省教育厅,新余市,专科,民办,Jiangxi Vocational College of New Energy Science and Technology,New energy technology in vocational college
江西枫林涉外经贸职业学院,4136014167,江西省教育厅,九江市,专科,民办,Jiangxi Fenglin Vocational College of Foreign Trade and Economics,Jiangxi in maple foreign economic and trade vocational college
江西泰豪动漫职业学院,4136014168,江西省教育厅,南昌市,专科,民办,Jiangxi Taihao Cartoon Vocational College,Jiang Xitai hao animation vocational college
江西冶金职业技术学院,4136014241,江西省,新余市,专科,,Jiangxi Metallurgical Vocational and Technical College,Jiangxi metallurgical vocational and technical college
江西管理职业学院,4136014249,江西省,南昌市,专科,,Jiangxi Management Vocational College,Jiangxi vocational college management
江西传媒职业学院,4136014250,江西省,南昌市,专科,,Jiangxi Media Vocational College,Media in jiangxi vocational college
江西工商职业技术学院,4136014321,江西省教育厅,南昌市,专科,民办,Jiangxi Industrial and Commercial Vocational and Technical College,Jiangxi province industry and commerce professional technology institute
景德镇陶瓷职业技术学院,4136014402,江西省教育厅,景德镇市,专科,民办,Jingdezhen Ceramic Vocational and Technical College,Jingdezhen ceramic professional technology institute
共青科技职业学院,4136014403,江西省教育厅,九江市,专科,民办,Gongqing Vocational College of Science and Technology,GongQing vocational college of science and technology
赣州师范高等专科学校,4136014465,江西省,赣州市,专科,,Ganzhou Normal College,Ganzhou normal college
江西水利职业学院,4136014476,江西省,南昌市,专科,,Jiangxi Water Conservancy Vocational College,Jiangxi water conservancy vocational college
宜春幼儿师范高等专科学校,4136014494,江西省,宜春市,专科,,Yichun Infant Teachers College,Yichun infant normal college
吉安职业技术学院,4136014504,江西省,吉安市,专科,,Ji'an Vocational and Technical College,Gian vocational and technical college
江西洪州职业学院,4136014505,江西省教育厅,宜春市,专科,民办,Jiangxi Hongzhou Vocational College,Jiang Xihong state vocational college
江西师范高等专科学校,4136014537,江西省,鹰潭市,专科,,Jiangxi Normal College,Jiangxi normal college
南昌影视传播职业学院,4136014544,江西省教育厅,南昌市,专科,民办,Nanchang Vocational College of Film and Television Communication,"Nanchang, film and television dissemination of vocational college"
赣南卫生健康职业学院,4136014569,江西省,赣州市,专科,,Gannan Vocational College of Health and Health,Jiangxi health vocational college
山东大学,4137010422,教育部,济南市,本科,,Shandong University,Shandong university
中国海洋大学,4137010423,教育部,青岛市,本科,,Ocean University of China,Ocean university of China
山东科技大学,4137010424,山东省,青岛市,本科,,Shandong University of Science and Technology,Shandong university of science and technology
中国石油大学（华东）,4137010425,教育部,青岛市,本科,,China University of Petroleum (East China),China university of petroleum (east China)
青岛科技大学,4137010426,山东省,青岛市,本科,,Qingdao University of Science and Technology,Qingdao university of science and technology
济南大学,4137010427,山东省,济南市,本科,,University of Jinan,Jinan university
青岛理工大学,4137010429,山东省,青岛市,本科,,qingdao technological university,Qingdao university of science and technology
山东建筑大学,4137010430,山东省,济南市,本科,,shandong jianzhu university,Shandong construction university
齐鲁工业大学,4137010431,山东省,济南市,本科,,Qilu University of Technology,Qilu industrial university
山东理工大学,4137010433,山东省,淄博市,本科,,Shandong University of Technology,Shandong university of science and technology
山东农业大学,4137010434,山东省,泰安市,本科,,Shandong Agricultural University,Shandong agricultural university
青岛农业大学,4137010435,山东省,青岛市,本科,,Qingdao Agricultural University,Qingdao agricultural university
潍坊医学院,4137010438,山东省,潍坊市,本科,,weifang medical university,Weifang medical school
泰山医学院,4137010439,山东省,泰安市,本科,,Taishan Medical University,Mount taishan medical school
滨州医学院,4137010440,山东省,滨州市,本科,,Binzhou Medical University,Binzhou medical school
山东中医药大学,4137010441,山东省,济南市,本科,,Shandong University of Traditional Chinese Medicine,Shandong university of Chinese medicine
济宁医学院,4137010443,山东省,济宁市,本科,,jining medical university,Jining medical college
山东师范大学,4137010445,山东省,济南市,本科,,Shandong Normal University,Shandong normal university.
曲阜师范大学,4137010446,山东省,济宁市,本科,,qufu normal university,Qufu normal university.
聊城大学,4137010447,山东省,聊城市,本科,,liaocheng university,Liaocheng university
德州学院,4137010448,山东省,德州市,本科,,dezhou university,Texas college
滨州学院,4137010449,山东省,滨州市,本科,,binzhou university,Binzhou college
鲁东大学,4137010451,山东省,烟台市,本科,,ludong university,Eastern university
临沂大学,4137010452,山东省,临沂市,本科,,Linyi University,Linyi university
泰山学院,4137010453,山东省,泰安市,本科,,Taishan University,Taishan college
济宁学院,4137010454,山东省,济宁市,本科,,Jining University,Jining college
菏泽学院,4137010455,山东省,菏泽市,本科,,Heze University,Heze college
山东财经大学,4137010456,山东省,济南市,本科,,Shandong University of Finance and Economics,Shandong university of finance and economics
山东体育学院,4137010457,山东省,济南市,本科,,shandong sports institute,Shandong sports institute
山东艺术学院,4137010458,山东省,济南市,本科,,Shandong Institute of Art,Shandong college of art
齐鲁医药学院,4137010825,山东省教育厅,淄博市,本科,民办,Qilu Medical College,Qilu pharmaceutical college
青岛滨海学院,4137010868,山东省教育厅,青岛市,本科,民办,Qingdao Binhai University,Qingdao binhai college
枣庄学院,4137010904,山东省,枣庄市,本科,,Zaozhuang University,Zaozhuang college
山东工艺美术学院,4137010908,山东省,济南市,本科,,shandong college of arts and crafts,Shandong institute of arts and crafts
青岛大学,4137011065,山东省,青岛市,本科,,Qiingdao University,Qingdao university
烟台大学,4137011066,山东省,烟台市,本科,,Yantai University,Yantai university
潍坊学院,4137011067,山东省,潍坊市,本科,,Weifang University,Weifang institute
山东警察学院,4137011324,山东省,济南市,本科,,shandong police college,Shandong police college
山东交通学院,4137011510,山东省,济南市,本科,,shandong jiaotong university,Shandong institute of transportation
山东工商学院,4137011688,山东省,烟台市,本科,,shandong institute of business and technology,Shandong college of industry and commerce
山东女子学院,4137012331,山东省,济南市,本科,,shangdong woman university,Women's college in shandong
烟台南山学院,4137012332,山东省教育厅,烟台市,本科,民办,yantai nanshan university,Yantai nanshan school
潍坊科技学院,4137012843,山东省教育厅,潍坊市,本科,民办,Weifang Institute of Science and Technology,Weifang institute of science and technology
山东英才学院,4137013006,山东省教育厅,济南市,本科,民办,Shandong Yingcai University,Shandong institute of person of outstanding ability
青岛恒星科技学院,4137013015,山东省教育厅,青岛市,本科,民办,Qingdao Stellar Science and Technology College,Qingdao star institute of technology
青岛黄海学院,4137013320,山东省教育厅,青岛市,本科,民办,Qingdao Huanghai College,Qingdao yellow sea institute
山东现代学院,4137013322,山东省教育厅,济南市,本科,民办,Shandong Modern College,Shandong institute of modern
山东协和学院,4137013324,山东省教育厅,济南市,本科,民办,Shandong Xiehe University,Shandong union college
烟台大学文经学院,4137013359,山东省教育厅,烟台市,本科,民办,"School of Arts and Economics, Yantai University",Yantai university institute
聊城大学东昌学院,4137013373,山东省教育厅,聊城市,本科,民办,"Dongchang College, Liaocheng University",Liaocheng university institute of dongchang
青岛理工大学琴岛学院,4137013378,山东省教育厅,青岛市,本科,民办,Qindao College of Qingdao University of Technology,Qingdao university of science and technology institute of piano island
山东师范大学历山学院,4137013379,山东省教育厅,济南市,本科,民办,Lishan College of Shandong Normal University,Shandong normal college on the degree
山东财经大学燕山学院,4137013383,山东省教育厅,济南市,本科,民办,"Yanshan College, Shandong University of Finance and Economics",Shandong university of finance and economics institute of yanshan
中国石油大学胜利学院,4137013386,山东省教育厅,东营市,本科,民办,Shengli College of China University of Petroleum,The Chinese petroleum university victory academy
山东科技大学泰山科技学院,4137013624,山东省教育厅,泰安市,本科,民办,"Taishan College of Science and Technology, Shandong University of Science and Technology",Mount tai in shandong university of science and technology institute of science and technology
山东华宇工学院,4137013857,山东省教育厅,德州市,本科,民办,Shandong Huayu Institute of Technology,Shandong hua yu institute of technology
青岛工学院,4137013995,山东省教育厅,青岛市,本科,民办,Qingdao Institute of Technology,Qingdao institute of technology
青岛农业大学海都学院,4137013997,山东省教育厅,烟台市,本科,民办,Haidu College of Qingdao Agricultural University,Sea of Qingdao agricultural university college
齐鲁理工学院,4137013998,山东省教育厅,济南市,本科,民办,Qilu Institute of Technology,Qilu institute of technology
山东财经大学东方学院,4137013999,山东省教育厅,泰安市,本科,民办,Oriental College of Shandong University of Finance and Economics,Institute of shandong university of finance and the east
济南大学泉城学院,4137014002,山东省教育厅,济南市,本科,民办,Wang Chao,Institute of jinan university in jinan
山东政法学院,4137014100,山东省,济南市,本科,,Shandong University of Political Science and Law,Shandong institute of politics and law
齐鲁师范学院,4137014276,山东省,济南市,本科,,qilu normal university,Qilu normal university
山东青年政治学院,4137014277,山东省,济南市,本科,,Shandong Youth Political College,Shandong youth political college
北京电影学院现代创意媒体学院,4137014327,山东省教育厅,青岛市,本科,民办,Beijing Film Academy College of Modern Creative Media,"Modern school of creative media, Beijing film academy"
山东管理学院,4137014438,山东省,济南市,本科,,Shandong University of Management,Shandong institute of management
山东农业工程学院,4137014439,山东省,济南市,本科,,Shandong Agricultural Engineering College,Shandong institute of agricultural engineering
山东医学高等专科学校,4137010442,山东省,临沂市,专科,,Shandong Medical College,Shandong medical college
菏泽医学专科学校,4137010444,山东省,菏泽市,专科,,Heze Medical College,Heze medical college
山东商业职业技术学院,4137010832,山东省,济南市,专科,,shandong institute of commerce and technology,Shandong commercial vocational and technical college
山东电力高等专科学校,4137011827,山东省,济南市,专科,,Shandong College of Electric Power,Shandong electric power college
日照职业技术学院,4137012062,山东省,日照市,专科,,Rizhao Polytechnic,Rizhao vocational and technical college
曲阜远东职业技术学院,4137012070,山东省教育厅,济宁市,专科,民办,Qufu Fareast Vocational and Technical College,Qufu east vocational and technical college
青岛职业技术学院,4137012324,山东省,青岛市,专科,,Qingdao Technical College,Qingdao vocational and technical college
威海职业学院,4137012326,山东省,威海市,专科,,Weihai vocational college,Weihai vocational college
山东职业学院,4137012328,山东省,济南市,专科,,Shandong Vocational College,Shandong vocational college
山东劳动职业技术学院,4137012329,山东省,济南市,专科,,Shandong Vocational and Technical College of Labor,Shandong labor vocational and technical college
莱芜职业技术学院,4137012330,山东省,莱芜市,专科,,Laiwu Vocational and Technical College,The laiwu professional technology institute
济宁职业技术学院,4137012335,山东省,济宁市,专科,,Jining Vocational and Technical College,Jining vocational and technical college
潍坊职业学院,4137012391,山东省,潍坊市,专科,,Weifang Vocational College,Weifang vocational college
烟台职业学院,4137012396,山东省,烟台市,专科,,yantai vocational college,Yantai vocational college
东营职业学院,4137012440,山东省,东营市,专科,,Dongying Vocational College,Dongying vocational college
聊城职业技术学院,4137012441,山东省,聊城市,专科,,Liaocheng Vocational and Technical College,Liaocheng vocational and technical college
滨州职业学院,4137012818,山东省,滨州市,专科,,Binzhou Polytechnic,Binzhou vocational college
山东科技职业学院,4137012819,山东省,潍坊市,专科,,Shandong Vocational College of Science and Technology,Shandong vocational college of science and technology
山东服装职业学院,4137012841,山东省,泰安市,专科,,Shandong Garment Vocational College,Shandong clothing vocational college
德州科技职业学院,4137012842,山东省教育厅,德州市,专科,民办,technological vocational college of dezhou,Texas vocational college of science and technology
山东力明科技职业学院,4137012844,山东省教育厅,泰安市,专科,民办,Shandong Liming Vocational College of Science and Technology,Shandong force of science and technology vocational college
山东圣翰财贸职业学院,4137012945,山东省教育厅,济南市,专科,民办,Shandong Shenghan Vocational College of Finance and Trade,Shandong saint John finance &trade vocational college
山东水利职业学院,4137012946,山东省,日照市,专科,,Shandong Water Polytechnic,Shandong water conservancy vocational college
山东畜牧兽医职业学院,4137012947,山东省,潍坊市,专科,,Shandong Vocational College of Animal Husbandry and Veterinary Medicine,Shandong animal husbandry and veterinary vocational college
青岛飞洋职业技术学院,4137013005,山东省教育厅,青岛市,专科,民办,Qingdao Feiyang Vocational and Technical College,Qingdao fly the vocational and technical college
东营科技职业学院,4137013007,山东省教育厅,东营市,专科,民办,Dongying Vocational College of Science and Technology,Dongying vocational college of science and technology
山东交通职业学院,4137013008,山东省,潍坊市,专科,,shandong transport vocational college,Shandong transport vocational college
淄博职业学院,4137013009,山东省,淄博市,专科,,zibo vocational institute,Zibo vocational college
山东外贸职业学院,4137013010,山东省,青岛市,专科,,shandong foreign trade vocational college,Shandong foreign trade vocational college
青岛酒店管理职业技术学院,4137013011,山东省,青岛市,专科,,qingdao hismile college,Qingdao hotel management professional technology institute
山东信息职业技术学院,4137013012,山东省,潍坊市,专科,,Shandong Institute of Information Technology,Shandong institute of information technology
青岛港湾职业技术学院,4137013014,山东省,青岛市,专科,,Qingdao Harbour Vocational and Technical College,Qingdao harbor vocational and technical college
山东胜利职业学院,4137013316,山东省,东营市,专科,,Shandong Shengli Vocational College,Shandong vocational college of victory
山东经贸职业学院,4137013317,山东省,潍坊市,专科,,Shandong Vocational College of Economics and Business,Shandong economic and trade vocational college
山东工业职业学院,4137013318,山东省,淄博市,专科,,Shandong Vocational College of Industry,Shandong industrial vocational college
山东化工职业学院,4137013319,山东省,淄博市,专科,,Shandong Chemical College,Shandong chemical industry vocational college
青岛求实职业技术学院,4137013321,山东省教育厅,青岛市,专科,民办,Qingdao Qiushi Vocational and Technical College,Qingdao strives for vocational and technical college
济南职业学院,4137013323,山东省,济南市,专科,,jinan vocational college,Jinan vocational college
烟台工程职业技术学院,4137013355,山东省,烟台市,专科,,Yantai Engineering & Technology College,Yantai engineering professional technology institute
山东凯文科技职业学院,4137013356,山东省教育厅,济南市,专科,民办,Shandong Kevin Vocational College of Science and Technology,Kevin in shandong vocational college of science and technology
山东外国语职业学院,4137013387,山东省教育厅,日照市,专科,民办,Shandong Foreign Languages Vocational College,Shandong vocational college of foreign languages
潍坊工商职业学院,4137013388,山东省教育厅,潍坊市,专科,民办,Weifang Vocational College of Industry and Commerce,Weifang vocational college of industry and commerce
德州职业技术学院,4137013389,山东省,德州市,专科,,Dezhou Vocational and Technical College,Texas vocational and technical college
枣庄科技职业学院,4137013390,山东省,枣庄市,专科,,Zaozhuang Vocational College of Science and Technology,Zaozhuang vocational college of science and technology
淄博师范高等专科学校,4137013777,山东省,淄博市,专科,,zibo normal college,Zibo normal college
山东中医药高等专科学校,4137013778,山东省,烟台市,专科,,Shandong College of Traditional Chinese Medicine,Shandong college of traditional Chinese medicine
济南工程职业技术学院,4137013855,山东省,济南市,专科,,Jinan Engineering Vocational and Technical College,Jinan engineering professional technology institute
山东电子职业技术学院,4137013856,山东省,济南市,专科,,Shandong College of Electronic Technology,Shandong electronic professional technology institute
山东旅游职业学院,4137013858,山东省,济南市,专科,,shandong college of tourism and hospitality,Shandong tourism vocational college
山东铝业职业学院,4137013859,山东省,淄博市,专科,,Shandong Aluminum Vocational College,Shandong aluminum industry vocational college
山东杏林科技职业学院,4137013860,山东省教育厅,济南市,专科,民办,Shandong Xinglin Vocational College of Science and Technology,Almond shaped in shandong vocational college of science and technology
泰山职业技术学院,4137013861,山东省,泰安市,专科,,Taishan Polytechnic,Mount tai vocational and technical college
山东外事翻译职业学院,4137013874,山东省教育厅,威海市,专科,民办,shandong international university,Shandong foreign affairs translation vocational college
山东药品食品职业学院,4137013966,山东省,威海市,专科,,Shandong Pharmaceutical and Food Vocational College,Shandong pharmaceutical food vocational college
山东商务职业学院,4137014078,山东省,烟台市,专科,,shandong business institute,Shandong business vocational college
山东轻工职业学院,4137014079,山东省,淄博市,专科,,Shandong Light Industry Vocational College,Shandong light industry vocational college
山东城市建设职业学院,4137014080,山东省,济南市,专科,,Shandong City Construction Vocational College,Shandong urban construction vocational college
烟台汽车工程职业学院,4137014081,山东省,烟台市,专科,,Yantai Automobile Engineering Vocational College,Yantai automotive engineering vocational college
山东司法警官职业学院,4137014082,山东省,济南市,专科,,Shandong Judicial Police Officer Vocational College,Shandong judicial police vocational college
菏泽家政职业学院,4137014118,山东省,菏泽市,专科,,Heze Vocational College of Home Economics,Heze domestic vocational college
山东传媒职业学院,4137014193,山东省,济南市,专科,,Shandong Media Vocational College,Shandong medium vocational college
临沂职业学院,4137014195,山东省,临沂市,专科,,Linyi Vocational College,Linyi vocational college
枣庄职业学院,4137014196,山东省,枣庄市,专科,,Zaozhuang Vocational College,Zaozhuang vocational college
山东理工职业学院,4137014242,山东省,济宁市,专科,,Shandong Polytechnic Vocational College,Shandong vocational college of science and technology
山东文化产业职业学院,4137014261,山东省教育厅,烟台市,专科,民办,Shandong Vocational College of Cultural Industry,Shandong cultural industry vocational college
青岛远洋船员职业学院,4137014320,山东省,青岛市,专科,,Qingdao Ocean Seafarers Vocational College,Qingdao ocean crew vocational college
济南幼儿师范高等专科学校,4137014332,山东省,济南市,专科,,Jinan Infant Teachers College,Jinan infant normal college
济南护理职业学院,4137014343,山东省,济南市,专科,,Jinan Nursing Vocational College,Jinan nursing vocational college
泰山护理职业学院,4137014345,山东省,泰安市,专科,,Taishan Vocational College of Nursing,Mount tai nursing vocational college
山东海事职业学院,4137014346,山东省教育厅,潍坊市,专科,民办,Shandong Maritime Vocational College,Shandong maritime vocational college
潍坊护理职业学院,4137014347,山东省,潍坊市,专科,,Weifang Vocational College of Nursing,Weifang nursing vocational college
潍坊工程职业学院,4137014379,山东省,潍坊市,专科,,Weifang Vocational College of Engineering,Weifang engineering vocational college
菏泽职业学院,4137014477,山东省,菏泽市,专科,,Heze Vocational College,Heze vocational college
山东艺术设计职业学院,4137014506,山东省教育厅,济南市,专科,民办,Shandong Vocational College of Art and Design,Shandong university of art and design professional
威海海洋职业学院,4137014507,山东省,威海市,专科,,Weihai Ocean Vocational College,Weihai Marine vocational college
山东特殊教育职业学院,4137014545,山东省,济南市,专科,,Shandong Vocational College of Special Education,Shandong college of special education
烟台黄金职业学院,4137014570,山东省教育厅,烟台市,专科,民办,Yantai Gold Vocational College,Yantai gold vocational college
日照航海工程职业学院,4137014605,山东省教育厅,日照市,专科,民办,Rizhao Vocational College of Navigation Engineering,Rizhao sailing engineering vocational college
华北水利水电大学,4141010078,河南省,郑州市,本科,,North China University of Water Resources and Electric Power,North China university of water conservancy and hydropower
郑州大学,4141010459,河南省,郑州市,本科,,Zhengzhou University,Zhengzhou university
河南理工大学,4141010460,河南省,焦作市,本科,,Henan University of Technology,Henan university of science and technology
郑州轻工业学院,4141010462,河南省,郑州市,本科,,Zhengzhou Institute of Light Industry,Zhengzhou institute of light industry
河南工业大学,4141010463,河南省,郑州市,本科,,Henan University of Technology,Henan university of technology
河南科技大学,4141010464,河南省,洛阳市,本科,,Henan University of Science and Technology,Henan university of science and technology
中原工学院,4141010465,河南省,郑州市,本科,,zhongyuan university of technology,The central institute of technology
河南农业大学,4141010466,河南省,郑州市,本科,,Henan Agricultural University,Henan agricultural university
河南科技学院,4141010467,河南省,新乡市,本科,,Henan institute of science and technology,Henan institute of science and technology
河南牧业经济学院,4141010469,河南省,郑州市,本科,,Henan College of Animal Husbandry Economics,Henan institute of animal husbandry economy
河南中医药大学,4141010471,河南省,郑州市,本科,,Henan University of Traditional Chinese Medicine,Henan university of Chinese medicine
新乡医学院,4141010472,河南省,新乡市,本科,,Xinxiang Medical College,Xinxiang medical college
河南大学,4141010475,河南省,开封市,本科,,Henan University,Henan university
河南师范大学,4141010476,河南省,新乡市,本科,,Henan Normal University,Henan normal university.
信阳师范学院,4141010477,河南省,信阳市,本科,,xinyang normal university,Xinyang normal university
周口师范学院,4141010478,河南省,周口市,本科,,Zhoukou Normal University,Zhoukou normal college
安阳师范学院,4141010479,河南省,安阳市,本科,,Anyang Normal University,Anyang normal college
许昌学院,4141010480,河南省,许昌市,本科,,xuchang university,Xuchang college
南阳师范学院,4141010481,河南省,南阳市,本科,,Nanyang Normal University,Nanyang normal college
洛阳师范学院,4141010482,河南省,洛阳市,本科,,Luoyang Normal University,Luoyang normal college
商丘师范学院,4141010483,河南省,商丘市,本科,,shangqiu normal university,Shangqiu normal college
河南财经政法大学,4141010484,河南省,郑州市,本科,,"Henan University of Finance, Economics and Law",Henan finance and economics university of political science and law
郑州航空工业管理学院,4141010485,河南省,郑州市,本科,,Zhengzhou Institute of Aeronautical Industry Management,Zhengzhou aviation industry management institute
黄淮学院,4141010918,河南省,驻马店市,本科,,Huanghuai University,Huanghuai college
平顶山学院,4141010919,河南省,平顶山市,本科,,Pingdingshan College,Pingdingshan college
郑州工程技术学院,4141011068,河南省,郑州市,本科,,Zhengzhou Institute of Engineering and Technology,Zhengzhou institute of engineering technology
洛阳理工学院,4141011070,河南省,洛阳市,本科,,Luoyang Institute of Science and Technology,Luoyang institute of technology
新乡学院,4141011071,河南省,新乡市,本科,,Xinxiang College,Xinxiang college
信阳农林学院,4141011326,河南省,信阳市,本科,,Xinyang College of Agriculture and Forestry,Xinyang college of agriculture and forestry
河南工学院,4141011329,河南省,新乡市,本科,,Henan Institute of Technology,Henan institute of technology
安阳工学院,4141011330,河南省,安阳市,本科,,Anyang Institute of Technology,Anyang institute of technology
河南工程学院,4141011517,河南省,郑州市,本科,,henan institute of engineering,Henan institute of engineering
河南财政金融学院,4141011652,河南省,郑州市,本科,,Henan Institute of Finance and Finance,Henan institute of finance
南阳理工学院,4141011653,河南省,南阳市,本科,,nyp,Nanyang institute of technology
